,0
179,1781148.0
180,1805243.4
181,1829688.9
182,1854489.6
183,1879650.8
184,1905177.8
185,1931075.9
186,1957350.6
187,1984007.6
188,2011052.5
189,2038490.9
190,2066328.6
191,2094571.6
192,2123226.0
193,2152297.5
194,2181792.5
195,2211717.2
196,2242078.2
197,2272881.8
198,2304134.2
199,2335842.5
200,2368013.2
201,2400653.2
202,2433769.5
203,2467369.2
204,2501459.2
205,2536047.0
206,2571140.0
207,2606745.5
208,2642871.2
209,2679524.8
210,2716714.0
211,2754447.0
212,2792731.8
213,2831576.2
214,2870989.0
215,2910978.5
216,2951553.0
217,2992721.5
218,3034492.5
219,3076875.2
220,3119878.8
221,3163512.2
222,3207785.0
223,3252706.5
224,3298286.2
225,3344534.2
226,3391460.5
227,3439075.0
228,3487387.8
229,3536409.5
230,3586150.5
231,3636621.5
232,3687833.5
233,3739797.2
234,3792524.2
235,3846025.5
236,3900312.8
237,3955397.8
238,4011292.2
239,4068008.2
240,4125558.0
241,4183954.0
242,4243209.0
243,4303335.5
244,4364346.5
245,4426255.0
246,4489075.0
247,4552819.5
248,4617502.5
249,4683137.5
250,4749739.5
251,4817249.0
252,4885604.5
253,4954813.0
254,5024882.0
255,5095818.5
256,5167630.0
257,5240323.0
258,5313905.0
259,5388383.5
260,5463765.0
261,5540056.5
262,5617265.0
263,5695397.5
264,5774460.5
265,5854461.0
266,5935405.5
267,6017301.0
268,6100154.0
269,6183970.5
270,6268757.0
271,6354520.0
272,6441266.0
273,6529000.5
274,6617730.0
275,6707460.0
276,6798196.5
277,6889945.5
278,6982712.5
279,7076506.5
280,7171158.0
281,7266486.0
282,7362466.5
283,7459073.0
284,7556277.5
285,7654050.0
286,7752358.5
287,7851170.0
288,7950449.0
289,8050159.0
290,8150261.0
291,8250715.0
292,8351478.0
293,8452506.0
294,8553754.0
295,8655173.0
296,8756714.0
297,8858326.0
298,8959956.0
299,9061549.0
300,9163049.0
301,9264398.0
302,9365537.0
303,9466405.0
304,9566939.0
305,9667076.0
306,9766751.0
307,9865898.0
308,9964451.0
309,10062341.0
310,10159501.0
311,10255861.0
312,10351352.0
313,10445904.0
314,10539447.0
315,10631911.0
316,10723227.0
317,10813325.0
318,10902136.0
319,10989593.0
320,11075628.0
321,11160175.0
322,11243170.0
323,11324549.0
324,11404251.0
325,11482216.0
326,11558386.0
327,11632705.0
328,11705120.0
329,11775581.0
330,11844039.0
331,11910449.0
332,11974768.0
333,12036957.0
334,12096979.0
335,12154802.0
336,12210395.0
337,12263733.0
338,12314792.0
339,12363553.0
340,12409999.0
341,12454118.0
342,12495901.0
343,12535342.0
344,12572440.0
345,12607195.0
346,12639612.0
347,12669698.0
348,12697465.0
349,12722927.0
350,12746101.0
351,12767007.0
352,12785667.0
353,12802107.0
354,12816355.0
355,12828441.0
356,12838398.0
357,12846260.0
358,12852064.0
359,12855848.0
360,12857652.0
361,12857517.0
362,12855487.0
363,12851605.0
364,12845916.0
365,12838467.0
366,12829304.0
367,12818474.0
368,12806025.0
369,12792005.0
370,12776463.0
371,12759448.0
372,12741008.0
373,12721191.0
374,12700046.0
375,12677622.0
376,12653966.0
377,12629125.0
378,12603146.0
379,12576076.0
380,12547960.0
381,12518843.0
382,12488770.0
383,12457783.0
384,12425926.0
385,12393240.0
386,12359766.0
387,12325544.0
388,12290613.0
389,12255012.0
390,12218777.0
391,12181944.0
392,12144548.0
393,12106624.0
394,12068205.0
395,12029322.0
396,11990007.0
397,11950290.0
398,11910200.0
399,11869765.0
400,11829013.0
401,11787969.0
402,11746659.0
403,11705108.0
404,11663340.0
405,11623665.0
406,11588185.0
407,11556652.0
408,11528839.0
409,11504540.0
410,11483567.0
411,11465746.0
412,11450919.0
413,11438939.0
414,11429672.0
415,11422992.0
416,11418785.0
417,11416945.0
418,11417372.0
419,11419975.0
420,11424669.0
421,11431374.0
422,11440016.0
423,11450527.0
424,11462842.0
425,11476902.0
426,11492650.0
427,11510033.0
428,11529003.0
429,11549513.0
430,11571520.0
431,11594983.0
432,11619865.0
433,11647723.0
434,11679859.0
435,11715839.0
436,11755268.0
437,11797786.0
438,11843060.0
439,11890777.0
440,11940924.0
441,11993743.0
442,12049464.0
443,12108304.0
444,12170466.0
445,12236146.0
446,12305524.0
447,12378772.0
448,12456048.0
449,12537502.0
450,12623272.0
451,12713487.0
452,12808269.0
453,12907728.0
454,13011856.0
455,13120546.0
456,13233704.0
457,13351247.0
458,13473103.0
459,13599209.0
460,13729513.0
461,13863131.0
462,13999231.0
463,14137829.0
464,14278943.0
465,14422592.0
466,14568795.0
467,14717573.0
468,14868948.0
469,15022941.0
470,15179577.0
471,15338879.0
472,15500873.0
473,15665584.0
474,15833039.0
475,16003266.0
476,16176293.0
477,16352150.0
478,16530866.0
479,16712473.0
480,16897002.0
481,17084486.0
482,17274956.0
483,17468448.0
484,17664996.0
485,17864636.0
486,18067404.0
487,18273338.0
488,18482476.0
489,18694854.0
490,18910514.0
491,19129496.0
492,19351840.0
493,19577588.0
494,19806782.0
495,20039466.0
496,20275684.0
497,20515480.0
498,20758900.0
499,21005992.0
500,21256802.0
501,21511378.0
502,21769770.0
503,22032026.0
504,22298198.0
505,22568336.0
506,22842494.0
507,23120724.0
508,23403080.0
509,23689618.0
510,23980392.0
511,24275458.0
512,24574876.0
513,24878702.0
514,25186996.0
515,25499818.0
516,25817230.0
517,26139294.0
518,26466072.0
519,26797628.0
520,27134028.0
521,27475336.0
522,27821620.0
523,28172946.0
524,28529384.0
525,28891004.0
526,29257878.0
527,29630076.0
528,30007672.0
529,30390738.0
530,30779350.0
531,31173584.0
532,31573518.0
533,31979230.0
534,32390798.0
535,32808304.0
536,33231828.0
537,33661456.0
538,34097268.0
539,34539350.0
540,34987790.0
541,35442676.0
542,35904092.0
543,36372132.0
544,36846884.0
545,37328444.0
546,37816904.0
547,38312360.0
548,38814904.0
549,39324636.0
550,39841656.0
551,40366064.0
552,40897960.0
553,41437450.0
554,41984630.0
555,42539616.0
556,43102508.0
557,43673416.0
558,44252452.0
559,44839724.0
560,45435344.0
561,46039428.0
562,46652092.0
563,47273456.0
564,47903636.0
565,48542750.0
566,49190924.0
567,49848276.0
568,50514936.0
569,51191028.0
570,51876680.0
571,52572020.0
572,53277180.0
573,53992296.0
574,54717500.0
575,55452930.0
576,56198720.0
577,56955016.0
578,57721956.0
579,58499684.0
580,59288344.0
581,60088084.0
582,60899050.0
583,61721390.0
584,62555264.0
585,63400820.0
586,64258216.0
587,65127610.0
588,66009156.0
589,66903024.0
590,67809370.0
591,68728360.0
592,69660170.0
593,70604960.0
594,71562904.0
595,72534180.0
596,73518940.0
597,74517390.0
598,75529700.0
599,76556040.0
600,77596600.0
601,78651570.0
602,79721130.0
603,80805470.0
604,81904790.0
605,83019270.0
606,84149120.0
607,85294530.0
608,86455690.0
609,87632820.0
610,88826104.0
611,90035760.0
612,91262000.0
613,92505030.0
614,93765064.0
615,95042310.0
616,96336990.0
617,97649330.0
618,98979540.0
619,100327840.0
620,101694470.0
621,103079656.0
622,104483620.0
623,105906590.0
624,107348820.0
625,108810530.0
626,110291970.0
627,111793370.0
628,113314984.0
629,114857060.0
630,116419830.0
631,118003560.0
632,119608500.0
633,121234900.0
634,122883016.0
635,124553110.0
636,126245450.0
637,127960290.0
638,129697900.0
639,131458560.0
640,133242520.0
641,135050060.0
642,136881470.0
643,138737010.0
644,140616960.0
645,142521600.0
646,144451220.0
647,146406100.0
648,148386530.0
649,150392800.0
650,152425220.0
651,154484050.0
652,156569620.0
653,158682200.0
654,160822110.0
655,162989650.0
656,165185100.0
657,167408800.0
658,169661040.0
659,171942130.0
660,174252380.0
661,176592110.0
662,178961630.0
663,181361260.0
664,183791330.0
665,186252140.0
666,188744030.0
667,191267310.0
668,193822300.0
669,196409340.0
670,199028800.0
671,201679220.0
672,204359060.0
673,207068510.0
674,209807780.0
675,212577020.0
676,215376420.0
677,218206130.0
678,221066320.0
679,223957150.0
680,226878770.0
681,229831340.0
682,232815000.0
683,235829920.0
684,238876210.0
685,241954020.0
686,245063490.0
687,248204740.0
688,251377900.0
689,254583100.0
690,257820450.0
691,261090050.0
692,264392020.0
693,267726450.0
694,271093440.0
695,274493100.0
696,277925500.0
697,281390720.0
698,284888800.0
699,288415900.0
700,291968060.0
701,295544480.0
702,299144500.0
703,302767460.0
704,306412580.0
705,310079070.0
706,313766140.0
707,317472900.0
708,321198430.0
709,324941800.0
710,328701950.0
711,332477900.0
712,336268500.0
713,340072700.0
714,343889280.0
715,347717000.0
716,351554600.0
717,355400770.0
718,359254180.0
719,363113400.0
720,366977060.0
721,370843650.0
722,374711650.0
723,378579520.0
724,382445700.0
725,386308540.0
726,390166430.0
727,394017660.0
728,397860580.0
729,401693400.0
730,405514430.0
731,409321920.0
732,413114050.0
733,416889060.0
734,420645150.0
735,424380540.0
736,428093440.0
737,431782050.0
738,435444580.0
739,439079260.0
740,442684350.0
741,446258100.0
742,449798820.0
743,453304800.0
744,456774430.0
745,460206080.0
746,463598180.0
747,466949200.0
748,470257630.0
749,473522100.0
750,476741250.0
751,479913700.0
752,483038240.0
753,486113730.0
754,489139000.0
755,492113020.0
756,495034850.0
757,497903550.0
758,500718340.0
759,503478430.0
760,506183200.0
761,508832060.0
762,511424500.0
763,513960100.0
764,516438500.0
765,518859460.0
766,521222800.0
767,523528350.0
768,525776160.0
769,527966240.0
770,530098720.0
771,532173760.0
772,534191650.0
773,536152700.0
774,538057340.0
775,539906000.0
776,541699140.0
777,543437400.0
778,545121340.0
779,546751740.0
780,548329200.0
781,549854600.0
782,551328640.0
783,552752260.0
784,554126300.0
785,555451650.0
786,556729300.0
787,557960200.0
788,559145300.0
789,560285630.0
790,561382300.0
791,562436200.0
792,563448500.0
793,564420300.0
794,565352500.0
795,566246340.0
796,567102800.0
797,568056060.0
798,569229900.0
799,570610750.0
800,572186700.0
801,573947000.0
802,575882000.0
803,577982900.0
804,580242000.0
805,582652000.0
806,585206500.0
807,587899650.0
808,590725950.0
809,593680600.0
810,596759000.0
811,599957060.0
812,603271000.0
813,606697300.0
814,610232700.0
815,613874300.0
816,617619260.0
817,621465100.0
818,625409340.0
819,629449860.0
820,633584600.0
821,637811650.0
822,642129200.0
823,646535600.0
824,651029300.0
825,655608800.0
826,660272830.0
827,665020000.0
828,669849150.0
829,674759100.0
830,679748800.0
831,684817200.0
832,689963500.0
833,695184100.0
834,700473100.0
835,705824830.0
836,711233660.0
837,716694340.0
838,722201540.0
839,727756100.0
840,733334600.0
841,738912900.0
842,744497000.0
843,750093900.0
844,755709950.0
845,761351800.0
846,767026050.0
847,772739500.0
848,778499300.0
849,784311940.0
850,790183700.0
851,796121100.0
852,802129900.0
853,808213000.0
854,814369400.0
855,820598400.0
856,826899200.0
857,833271100.0
858,839713400.0
859,846225400.0
860,852806400.0
861,859455800.0
862,866172900.0
863,872957100.0
864,879807800.0
865,886724400.0
866,893706300.0
867,900752900.0
868,907863600.0
869,915037900.0
870,922275140.0
871,929574800.0
872,936936300.0
873,944359200.0
874,951842800.0
875,959386700.0
876,966990200.0
877,974652860.0
878,982374100.0
879,990153340.0
880,997990100.0
881,1005883800.0
882,1013833860.0
883,1021839740.0
884,1029900900.0
885,1038016830.0
886,1046186900.0
887,1054410500.0
888,1062687170.0
889,1071016260.0
890,1079397200.0
891,1087829500.0
892,1096312400.0
893,1104845600.0
894,1113428200.0
895,1122059800.0
896,1130739700.0
897,1139467300.0
898,1148241900.0
899,1157063000.0
900,1165930000.0
901,1174842200.0
902,1183799000.0
903,1192799700.0
904,1201843700.0
905,1210930300.0
906,1220058900.0
907,1229228700.0
908,1238439200.0
909,1247689500.0
910,1256979100.0
911,1266307200.0
912,1275673200.0
913,1285076400.0
914,1294516000.0
915,1303991300.0
916,1313501600.0
917,1323046100.0
918,1332624300.0
919,1342235100.0
920,1351878000.0
921,1361552300.0
922,1371257000.0
923,1380991500.0
924,1390755000.0
925,1400546700.0
926,1410366000.0
927,1420211800.0
928,1430083700.0
929,1439980700.0
930,1449902000.0
931,1459846800.0
932,1469814400.0
933,1479803900.0
934,1489814500.0
935,1499845500.0
936,1509896000.0
937,1519965000.0
938,1530052100.0
939,1540156200.0
940,1550276500.0
941,1560412300.0
942,1570562700.0
943,1580726800.0
944,1590903800.0
945,1601093000.0
946,1611293400.0
947,1621504400.0
948,1631724900.0
949,1641954200.0
950,1652191500.0
951,1662435800.0
952,1672686500.0
953,1682942600.0
954,1693203300.0
955,1703467900.0
956,1713735400.0
957,1724005100.0
958,1734276100.0
959,1744547600.0
960,1754818700.0
961,1765088600.0
962,1775356700.0
963,1785621900.0
964,1795883500.0
965,1806140700.0
966,1816392700.0
967,1826638700.0
968,1836878000.0
969,1847109500.0
970,1857332700.0
971,1867546800.0
972,1877750800.0
973,1887944100.0
974,1898125800.0
975,1908295400.0
976,1918452000.0
977,1928594700.0
978,1938722800.0
979,1948835700.0
980,1958932600.0
981,1969012700.0
982,1979075500.0
983,1989119900.0
984,1999145500.0
985,2009151400.0
986,2019137000.0
987,2029101700.0
988,2039044600.0
989,2048965200.0
990,2058862800.0
991,2068736800.0
992,2078586200.0
993,2088410800.0
994,2098209700.0
995,2107982300.0
996,2117728100.0
997,2127446400.0
998,2137136500.0
999,2146798000.0
1000,2156430000.0
1001,2166032400.0
1002,2175604200.0
1003,2185145000.0
1004,2194654500.0
1005,2204131800.0
1006,2213576400.0
1007,2222988000.0
1008,2232365800.0
1009,2241709600.0
1010,2251018800.0
1011,2260292600.0
1012,2269531000.0
1013,2278733000.0
1014,2287899000.0
1015,2297027600.0
1016,2306119000.0
1017,2315172400.0
1018,2324187600.0
1019,2333164000.0
1020,2342101500.0
1021,2350999600.0
1022,2359857700.0
1023,2368675600.0
1024,2377452800.0
1025,2386189000.0
1026,2394884000.0
1027,2403537700.0
1028,2412149200.0
1029,2420718600.0
1030,2429245400.0
1031,2437729300.0
1032,2446170000.0
1033,2454567400.0
1034,2462921200.0
1035,2471231000.0
1036,2479496700.0
1037,2487718000.0
1038,2495894500.0
1039,2504026400.0
1040,2512113200.0
1041,2520154600.0
1042,2528150500.0
1043,2536100900.0
1044,2544005400.0
1045,2551863800.0
1046,2559676200.0
1047,2567442400.0
1048,2575162000.0
1049,2582835200.0
1050,2590461700.0
1051,2598041300.0
1052,2605574100.0
1053,2613060000.0
1054,2620499000.0
1055,2627890700.0
1056,2635235000.0
1057,2642532000.0
1058,2649781800.0
1059,2656984000.0
1060,2664139000.0
1061,2671246600.0
1062,2678306600.0
1063,2685319000.0
1064,2692284000.0
1065,2699201300.0
1066,2706071000.0
1067,2712893400.0
1068,2719668200.0
1069,2726395400.0
1070,2733075200.0
1071,2739707600.0
1072,2746292500.0
1073,2752830200.0
1074,2759320600.0
1075,2765763600.0
1076,2772159500.0
1077,2778508300.0
1078,2784810000.0
1079,2791064800.0
1080,2797272800.0
1081,2803434000.0
1082,2809548500.0
1083,2815616800.0
1084,2821634600.0
1085,2827598600.0
1086,2833509400.0
1087,2839367000.0
1088,2845171500.0
1089,2850923000.0
1090,2856621800.0
1091,2862268200.0
1092,2867862000.0
1093,2873404000.0
1094,2878893600.0
1095,2884331500.0
1096,2889718000.0
1097,2895053000.0
1098,2900337000.0
1099,2905569800.0
1100,2910751700.0
1101,2915883300.0
1102,2920964400.0
1103,2925995300.0
1104,2930976300.0
1105,2935907600.0
1106,2940789500.0
1107,2945622000.0
1108,2950405600.0
1109,2955140400.0
1110,2959826700.0
1111,2964464600.0
1112,2969048800.0
1113,2973574000.0
1114,2978039600.0
1115,2982445300.0
1116,2986791200.0
1117,2991076600.0
1118,2995301400.0
1119,2999465000.0
1120,3003567000.0
1121,3007607300.0
1122,3011585300.0
1123,3015500500.0
1124,3019352600.0
1125,3023140900.0
1126,3026865000.0
1127,3030524400.0
1128,3034118700.0
1129,3037646800.0
1130,3041108700.0
1131,3044503300.0
1132,3047830300.0
1133,3051088600.0
1134,3054278000.0
1135,3057397200.0
1136,3060446000.0
1137,3063423200.0
1138,3066328000.0
1139,3069160000.0
1140,3071917600.0
1141,3074600400.0
1142,3077207300.0
1143,3079737300.0
1144,3082189600.0
1145,3084563200.0
1146,3086857000.0
1147,3089069800.0
1148,3091200500.0
1149,3093248300.0
1150,3095211800.0
1151,3097089800.0
1152,3098881300.0
1153,3100585000.0
1154,3102199800.0
1155,3103724300.0
1156,3105157400.0
1157,3106497800.0
1158,3107744300.0
1159,3108895500.0
1160,3109950200.0
1161,3110907100.0
1162,3111764700.0
1163,3112522000.0
1164,3113177600.0
1165,3113730300.0
1166,3114178600.0
1167,3114521300.0
1168,3114757400.0
1169,3114885600.0
1170,3114904600.0
1171,3114813200.0
1172,3114610400.0
1173,3114295000.0
1174,3113866200.0
1175,3113322800.0
1176,3112663600.0
1177,3111888000.0
1178,3110994700.0
1179,3109983200.0
1180,3108852700.0
1181,3107602700.0
1182,3106232300.0
1183,3104741000.0
1184,3103128600.0
1185,3101394400.0
1186,3099538200.0
1187,3097559800.0
1188,3095459000.0
1189,3093236000.0
1190,3090890800.0
1191,3088423400.0
1192,3085834200.0
1193,3083123500.0
1194,3080291800.0
1195,3077340000.0
1196,3074268200.0
1197,3071077600.0
1198,3067769000.0
1199,3064343600.0
1200,3060802300.0
1201,3057146400.0
1202,3053377300.0
1203,3049496300.0
1204,3045505000.0
1205,3041405200.0
1206,3037198300.0
1207,3032886500.0
1208,3028471600.0
1209,3023955500.0
1210,3019340300.0
1211,3014628400.0
1212,3009822000.0
1213,3004923400.0
1214,2999935200.0
1215,2994859800.0
1216,2989699600.0
1217,2984457200.0
1218,2979135500.0
1219,2973737000.0
1220,2968264400.0
1221,2962720800.0
1222,2957108700.0
1223,2951431200.0
1224,2945691000.0
1225,2939890700.0
1226,2934033700.0
1227,2928122600.0
1228,2922160400.0
1229,2916150000.0
1230,2910094300.0
1231,2903996200.0
1232,2897858600.0
1233,2891684000.0
1234,2885475800.0
1235,2879236600.0
1236,2872969000.0
1237,2866675700.0
1238,2860359700.0
1239,2854023400.0
1240,2847669500.0
1241,2841300700.0
1242,2834919400.0
1243,2828528000.0
1244,2822129400.0
1245,2815725300.0
1246,2809318400.0
1247,2802911000.0
1248,2796505000.0
1249,2790103000.0
1250,2783707000.0
1251,2777319000.0
1252,2771266000.0
1253,2765838300.0
1254,2760988700.0
1255,2756674300.0
1256,2752856800.0
1257,2749501200.0
1258,2746575600.0
1259,2744051000.0
1260,2741901000.0
1261,2740101600.0
1262,2738630100.0
1263,2737466400.0
1264,2736591400.0
1265,2735987500.0
1266,2735638800.0
1267,2735530200.0
1268,2735647700.0
1269,2735978500.0
1270,2736510500.0
1271,2737232100.0
1272,2738133200.0
1273,2739203800.0
1274,2740434400.0
1275,2741816600.0
1276,2743336000.0
1277,2744973800.0
1278,2746713000.0
1279,2748538000.0
1280,2750433800.0
1281,2752386800.0
1282,2754396700.0
1283,2756474400.0
1284,2758629000.0
1285,2760870700.0
1286,2763206400.0
1287,2765643500.0
1288,2768188200.0
1289,2770845700.0
1290,2773620200.0
1291,2776515000.0
1292,2779532500.0
1293,2782674400.0
1294,2785941500.0
1295,2789333200.0
1296,2792844000.0
1297,2796427800.0
1298,2800042200.0
1299,2803685400.0
1300,2807355400.0
1301,2811050200.0
1302,2814768600.0
1303,2818474200.0
1304,2822132200.0
1305,2825743600.0
1306,2829308700.0
1307,2832827600.0
1308,2836301000.0
1309,2839726000.0
1310,2843097300.0
1311,2846409200.0
1312,2849655800.0
1313,2852831500.0
1314,2855929900.0
1315,2858953000.0
1316,2861909800.0
1317,2864809000.0
1318,2867659300.0
1319,2870470000.0
1320,2873250300.0
1321,2876009000.0
1322,2878754600.0
1323,2881496000.0
1324,2884241400.0
1325,2886998500.0
1326,2889774800.0
1327,2892577000.0
1328,2895411700.0
1329,2898280400.0
1330,2901181200.0
1331,2904111900.0
1332,2907071000.0
1333,2910056400.0
1334,2913066500.0
1335,2916099600.0
1336,2919154000.0
1337,2922228200.0
1338,2925321000.0
1339,2928430600.0
1340,2931555800.0
1341,2934695200.0
1342,2937847600.0
1343,2941011700.0
1344,2944186600.0
1345,2947371000.0
1346,2950563800.0
1347,2953764000.0
1348,2956970500.0
1349,2960182500.0
1350,2963399000.0
1351,2966619000.0
1352,2969841700.0
1353,2973066200.0
1354,2976291800.0
1355,2979517700.0
1356,2982743300.0
1357,2985967600.0
1358,2989190100.0
1359,2992410000.0
1360,2995627000.0
1361,2998840000.0
1362,3002048800.0
1363,3005252600.0
1364,3008450800.0
1365,3011643100.0
1366,3014828800.0
1367,3018007600.0
1368,3021178600.0
1369,3024341800.0
1370,3027496700.0
1371,3030642700.0
1372,3033779500.0
1373,3036906800.0
1374,3040024000.0
1375,3043131000.0
1376,3046227000.0
1377,3049312000.0
1378,3052385800.0
1379,3055447800.0
1380,3058498000.0
1381,3061536000.0
1382,3064561400.0
1383,3067574000.0
1384,3070573600.0
1385,3073560000.0
1386,3076533000.0
1387,3079492400.0
1388,3082437600.0
1389,3085368800.0
1390,3088286000.0
1391,3091188500.0
1392,3094076400.0
1393,3096949500.0
1394,3099807700.0
1395,3102651000.0
1396,3105478700.0
1397,3108291000.0
1398,3111088000.0
1399,3113869600.0
1400,3116635100.0
1401,3119384800.0
1402,3122118700.0
1403,3124836600.0
1404,3127538400.0
1405,3130224000.0
1406,3132893400.0
1407,3135546400.0
1408,3138183000.0
1409,3140803000.0
1410,3143406800.0
1411,3145994000.0
1412,3148564500.0
1413,3151118600.0
1414,3153655800.0
1415,3156176400.0
1416,3158680300.0
1417,3161167600.0
1418,3163638000.0
1419,3166091800.0
1420,3168528600.0
1421,3170948900.0
1422,3173352200.0
1423,3175739000.0
1424,3178108700.0
1425,3180461800.0
1426,3182798000.0
1427,3185117700.0
1428,3187420700.0
1429,3189706800.0
1430,3191976200.0
1431,3194229000.0
1432,3196465200.0
1433,3198685000.0
1434,3200888000.0
1435,3203074600.0
1436,3205244700.0
1437,3207398400.0
1438,3209535700.0
1439,3211656700.0
1440,3213761300.0
1441,3215849500.0
1442,3217921500.0
1443,3219977500.0
1444,3222017300.0
1445,3224041000.0
1446,3226048800.0
1447,3228040700.0
1448,3230016500.0
1449,3231976700.0
1450,3233921000.0
1451,3235849700.0
1452,3237762800.0
1453,3239660300.0
1454,3241542100.0
1455,3243408600.0
1456,3245259800.0
1457,3247095600.0
1458,3248916200.0
1459,3250721800.0
1460,3252512300.0
1461,3254287600.0
1462,3256048000.0
1463,3257793800.0
1464,3259524900.0
1465,3261241000.0
1466,3262942700.0
1467,3264629800.0
1468,3266302500.0
1469,3267960800.0
1470,3269604900.0
1471,3271234600.0
1472,3272850200.0
1473,3274451700.0
1474,3276039400.0
1475,3277613300.0
1476,3279173400.0
1477,3280719600.0
1478,3282252300.0
1479,3283771400.0
1480,3285277000.0
1481,3286769200.0
1482,3288248000.0
1483,3289714000.0
1484,3291166500.0
1485,3292606200.0
1486,3294033000.0
1487,3295446800.0
1488,3296848000.0
1489,3298236200.0
1490,3299612000.0
1491,3300975000.0
1492,3302326000.0
