nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:58.402593: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:04
============================================================================================
Updates : 0 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.38
Updates : 26412 		 Survival : 108.0  		 Treated : 51 		 Reward : 1123.44
Updates : 26414 		 Survival : 108.0  		 Treated : 51 		 Reward : 1238.9
Updates : 26416 		 Survival : 108.0  		 Treated : 51 		 Reward : 1320.53
Updates : 26418 		 Survival : 108.0  		 Treated : 51 		 Reward : 1272.75
Updates : 26420 		 Survival : 108.0  		 Treated : 51 		 Reward : 1053.63
Updates : 26422 		 Survival : 108.0  		 Treated : 51 		 Reward : 1246.98
Updates : 26424 		 Survival : 108.0  		 Treated : 51 		 Reward : 1235.24
Updates : 26426 		 Survival : 108.0  		 Treated : 51 		 Reward : 1036.83
Updates : 26428 		 Survival : 108.0  		 Treated : 51 		 Reward : 1386.18
Updates : 26430 		 Survival : 108.0  		 Treated : 51 		 Reward : 1202.51
Updates : 26432 		 Survival : 108.0  		 Treated : 51 		 Reward : 1255.98
Updates : 26434 		 Survival : 108.0  		 Treated : 51 		 Reward : 1202.17
Updates : 26436 		 Survival : 108.0  		 Treated : 51 		 Reward : 1218.69
Updates : 26438 		 Survival : 108.0  		 Treated : 51 		 Reward : 1188.43
Updates : 26440 		 Survival : 94.0  		 Treated : 51 		 Reward : 987.54
Updates : 26442 		 Survival : 108.0  		 Treated : 51 		 Reward : 1269.5
Updates : 26444 		 Survival : 108.0  		 Treated : 51 		 Reward : 1282.54
Updates : 26446 		 Survival : 108.0  		 Treated : 51 		 Reward : 1326.86
Updates : 26448 		 Survival : 108.0  		 Treated : 51 		 Reward : 1154.1
Updates : 26450 		 Survival : 108.0  		 Treated : 51 		 Reward : 1130.6
Updates : 26452 		 Survival : 108.0  		 Treated : 51 		 Reward : 1117.62
Updates : 26454 		 Survival : 108.0  		 Treated : 51 		 Reward : 1281.22
Updates : 26456 		 Survival : 108.0  		 Treated : 51 		 Reward : 1096.58
Updates : 26458 		 Survival : 108.0  		 Treated : 51 		 Reward : 1114.2
Updates : 26460 		 Survival : 108.0  		 Treated : 51 		 Reward : 1130.33
Updates : 26462 		 Survival : 108.0  		 Treated : 51 		 Reward : 1112.51
Updates : 26464 		 Survival : 97.0  		 Treated : 51 		 Reward : 1120.37
Updates : 26466 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.54
Updates : 26468 		 Survival : 108.0  		 Treated : 51 		 Reward : 1215.56
Updates : 26470 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.24
Updates : 26472 		 Survival : 108.0  		 Treated : 51 		 Reward : 1184.65
Updates : 26474 		 Survival : 108.0  		 Treated : 51 		 Reward : 1263.3
Updates : 26476 		 Survival : 108.0  		 Treated : 51 		 Reward : 1174.66
Updates : 26478 		 Survival : 108.0  		 Treated : 51 		 Reward : 1159.55
Updates : 26480 		 Survival : 94.0  		 Treated : 51 		 Reward : 986.27
Updates : 26482 		 Survival : 108.0  		 Treated : 51 		 Reward : 1046.01
Updates : 26484 		 Survival : 108.0  		 Treated : 51 		 Reward : 1195.08
Updates : 26486 		 Survival : 108.0  		 Treated : 51 		 Reward : 1310.47
Updates : 26488 		 Survival : 108.0  		 Treated : 51 		 Reward : 1192.42
Updates : 26490 		 Survival : 108.0  		 Treated : 51 		 Reward : 1078.33
Updates : 26492 		 Survival : 97.0  		 Treated : 51 		 Reward : 1119.93
Updates : 26494 		 Survival : 108.0  		 Treated : 51 		 Reward : 881.7
Updates : 26496 		 Survival : 97.0  		 Treated : 51 		 Reward : 1120.72
Updates : 26498 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.04
Updates : 26500 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.56
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  14:47:41
--------------------------------------------------------------------------------------------
Updates : 26502 		 Survival : 108.0  		 Treated : 51 		 Reward : 1036.9
Updates : 26504 		 Survival : 98.0  		 Treated : 51 		 Reward : 1166.69
Updates : 26506 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.08
Updates : 26508 		 Survival : 108.0  		 Treated : 51 		 Reward : 1087.91
Updates : 26510 		 Survival : 108.0  		 Treated : 51 		 Reward : 1143.17
Updates : 26512 		 Survival : 108.0  		 Treated : 51 		 Reward : 1243.79
Updates : 26514 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.28
Updates : 26516 		 Survival : 108.0  		 Treated : 51 		 Reward : 1096.33
Updates : 26518 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.28
Updates : 26520 		 Survival : 108.0  		 Treated : 51 		 Reward : 1029.03
Updates : 26522 		 Survival : 99.0  		 Treated : 51 		 Reward : 1214.17
Updates : 26524 		 Survival : 108.0  		 Treated : 51 		 Reward : 1189.72
Updates : 26526 		 Survival : 108.0  		 Treated : 51 		 Reward : 1020.61
Updates : 26528 		 Survival : 108.0  		 Treated : 51 		 Reward : 1124.35
Updates : 26530 		 Survival : 108.0  		 Treated : 51 		 Reward : 1302.55
Updates : 26532 		 Survival : 108.0  		 Treated : 51 		 Reward : 1126.07
Updates : 26534 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.6
Updates : 26536 		 Survival : 108.0  		 Treated : 51 		 Reward : 1004.27
Updates : 26538 		 Survival : 108.0  		 Treated : 51 		 Reward : 1227.49
Updates : 26540 		 Survival : 108.0  		 Treated : 51 		 Reward : 1112.9
Updates : 26542 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.23
Updates : 26544 		 Survival : 94.0  		 Treated : 51 		 Reward : 986.28
Updates : 26546 		 Survival : 108.0  		 Treated : 51 		 Reward : 1183.3
Updates : 26548 		 Survival : 108.0  		 Treated : 51 		 Reward : 1049.17
Updates : 26550 		 Survival : 108.0  		 Treated : 51 		 Reward : 941.12
Updates : 26552 		 Survival : 94.0  		 Treated : 51 		 Reward : 985.33
Updates : 26554 		 Survival : 108.0  		 Treated : 51 		 Reward : 1340.19
Updates : 26556 		 Survival : 108.0  		 Treated : 51 		 Reward : 1024.54
Updates : 26558 		 Survival : 108.0  		 Treated : 51 		 Reward : 1083.56
Updates : 26560 		 Survival : 108.0  		 Treated : 51 		 Reward : 1050.05
Updates : 26562 		 Survival : 108.0  		 Treated : 51 		 Reward : 1062.25
Updates : 26564 		 Survival : 108.0  		 Treated : 51 		 Reward : 1242.34
Updates : 26566 		 Survival : 108.0  		 Treated : 51 		 Reward : 1176.03
Updates : 26568 		 Survival : 108.0  		 Treated : 51 		 Reward : 1210.36
Updates : 26570 		 Survival : 108.0  		 Treated : 51 		 Reward : 1115.34
Updates : 26572 		 Survival : 108.0  		 Treated : 51 		 Reward : 999.29
Updates : 26574 		 Survival : 108.0  		 Treated : 51 		 Reward : 1071.7
Updates : 26576 		 Survival : 108.0  		 Treated : 51 		 Reward : 1104.55
Updates : 26578 		 Survival : 108.0  		 Treated : 51 		 Reward : 1075.35
Updates : 26580 		 Survival : 108.0  		 Treated : 51 		 Reward : 1308.72
Updates : 26582 		 Survival : 108.0  		 Treated : 51 		 Reward : 1148.99
Updates : 26584 		 Survival : 108.0  		 Treated : 51 		 Reward : 1380.67
Updates : 26586 		 Survival : 108.0  		 Treated : 51 		 Reward : 1191.13
Updates : 26588 		 Survival : 108.0  		 Treated : 51 		 Reward : 954.24
Updates : 26590 		 Survival : 108.0  		 Treated : 51 		 Reward : 1176.02
Updates : 26592 		 Survival : 108.0  		 Treated : 51 		 Reward : 1176.6
Updates : 26594 		 Survival : 108.0  		 Treated : 51 		 Reward : 1184.8
Updates : 26596 		 Survival : 108.0  		 Treated : 51 		 Reward : 1128.74
Updates : 26598 		 Survival : 97.0  		 Treated : 51 		 Reward : 1122.34
Updates : 26600 		 Survival : 108.0  		 Treated : 51 		 Reward : 1296.83
Updates : 26602 		 Survival : 108.0  		 Treated : 51 		 Reward : 1091.74
Updates : 26604 		 Survival : 108.0  		 Treated : 51 		 Reward : 1093.55
Updates : 26606 		 Survival : 108.0  		 Treated : 51 		 Reward : 1094.28
Updates : 26608 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.71
Updates : 26610 		 Survival : 108.0  		 Treated : 51 		 Reward : 1038.67
Updates : 26612 		 Survival : 108.0  		 Treated : 51 		 Reward : 1091.92
Updates : 26614 		 Survival : 98.0  		 Treated : 51 		 Reward : 1168.43
Updates : 26616 		 Survival : 108.0  		 Treated : 51 		 Reward : 1268.03
Updates : 26618 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.56
Updates : 26620 		 Survival : 108.0  		 Treated : 51 		 Reward : 1167.25
Updates : 26622 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.75
Updates : 26624 		 Survival : 108.0  		 Treated : 51 		 Reward : 1189.13
Updates : 26626 		 Survival : 108.0  		 Treated : 51 		 Reward : 1202.46
Updates : 26628 		 Survival : 108.0  		 Treated : 51 		 Reward : 1118.51
Updates : 26630 		 Survival : 108.0  		 Treated : 51 		 Reward : 1213.92
Updates : 26632 		 Survival : 108.0  		 Treated : 51 		 Reward : 1128.46
Updates : 26634 		 Survival : 108.0  		 Treated : 51 		 Reward : 1195.75
Updates : 26636 		 Survival : 108.0  		 Treated : 51 		 Reward : 1257.95
Updates : 26638 		 Survival : 108.0  		 Treated : 51 		 Reward : 1101.38
Updates : 26640 		 Survival : 108.0  		 Treated : 51 		 Reward : 1015.88
Updates : 26642 		 Survival : 108.0  		 Treated : 51 		 Reward : 1101.48
Updates : 26644 		 Survival : 108.0  		 Treated : 51 		 Reward : 1187.23
Updates : 26646 		 Survival : 108.0  		 Treated : 51 		 Reward : 1108.41
Updates : 26648 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.56
Updates : 26650 		 Survival : 100.0  		 Treated : 51 		 Reward : 1261.98
Updates : 26652 		 Survival : 108.0  		 Treated : 51 		 Reward : 1001.45
Updates : 26654 		 Survival : 108.0  		 Treated : 51 		 Reward : 1177.7
Updates : 26656 		 Survival : 98.0  		 Treated : 51 		 Reward : 1165.68
Updates : 26658 		 Survival : 108.0  		 Treated : 51 		 Reward : 1063.31
Updates : 26660 		 Survival : 108.0  		 Treated : 51 		 Reward : 1172.99
Updates : 26662 		 Survival : 108.0  		 Treated : 51 		 Reward : 1236.76
Updates : 26664 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.87
Updates : 26666 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.11
Updates : 26668 		 Survival : 108.0  		 Treated : 51 		 Reward : 1223.76
Updates : 26670 		 Survival : 108.0  		 Treated : 51 		 Reward : 1101.04
Updates : 26672 		 Survival : 108.0  		 Treated : 51 		 Reward : 1055.97
Updates : 26674 		 Survival : 108.0  		 Treated : 51 		 Reward : 1098.17
Updates : 26676 		 Survival : 108.0  		 Treated : 51 		 Reward : 1048.71
Updates : 26678 		 Survival : 108.0  		 Treated : 51 		 Reward : 900.8
Updates : 26680 		 Survival : 108.0  		 Treated : 51 		 Reward : 1056.7
Updates : 26682 		 Survival : 95.0  		 Treated : 51 		 Reward : 1030.08
Updates : 26684 		 Survival : 108.0  		 Treated : 51 		 Reward : 1264.15
Updates : 26686 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.87
Updates : 26688 		 Survival : 108.0  		 Treated : 51 		 Reward : 1086.91
Updates : 26690 		 Survival : 108.0  		 Treated : 51 		 Reward : 1262.44
Updates : 26692 		 Survival : 108.0  		 Treated : 51 		 Reward : 1067.45
Updates : 26694 		 Survival : 108.0  		 Treated : 51 		 Reward : 1210.48
Updates : 26696 		 Survival : 108.0  		 Treated : 51 		 Reward : 1066.08
Updates : 26698 		 Survival : 108.0  		 Treated : 51 		 Reward : 1100.83
Updates : 26700 		 Survival : 108.0  		 Treated : 51 		 Reward : 1221.42
Updates : 26702 		 Survival : 108.0  		 Treated : 51 		 Reward : 1217.22
Updates : 26704 		 Survival : 108.0  		 Treated : 51 		 Reward : 1030.77
Updates : 26706 		 Survival : 95.0  		 Treated : 51 		 Reward : 1027.84
Updates : 26708 		 Survival : 108.0  		 Treated : 51 		 Reward : 1047.55
Updates : 26710 		 Survival : 108.0  		 Treated : 51 		 Reward : 1144.03
Updates : 26712 		 Survival : 108.0  		 Treated : 51 		 Reward : 1257.52
Updates : 26714 		 Survival : 108.0  		 Treated : 51 		 Reward : 1050.79
Updates : 26716 		 Survival : 108.0  		 Treated : 51 		 Reward : 1333.38
Updates : 26718 		 Survival : 108.0  		 Treated : 51 		 Reward : 1030.59
Updates : 26720 		 Survival : 96.0  		 Treated : 51 		 Reward : 1072.15
Updates : 26722 		 Survival : 108.0  		 Treated : 51 		 Reward : 1126.3
Updates : 26724 		 Survival : 108.0  		 Treated : 51 		 Reward : 1201.5
Updates : 26726 		 Survival : 108.0  		 Treated : 51 		 Reward : 1198.46
Updates : 26728 		 Survival : 108.0  		 Treated : 51 		 Reward : 980.84
Updates : 26730 		 Survival : 108.0  		 Treated : 51 		 Reward : 1101.9
Updates : 26732 		 Survival : 108.0  		 Treated : 51 		 Reward : 1070.62
Updates : 26734 		 Survival : 108.0  		 Treated : 51 		 Reward : 1275.42
Updates : 26736 		 Survival : 97.0  		 Treated : 51 		 Reward : 1119.66
Updates : 26738 		 Survival : 108.0  		 Treated : 51 		 Reward : 1059.82
Updates : 26740 		 Survival : 108.0  		 Treated : 51 		 Reward : 1213.18
Updates : 26742 		 Survival : 108.0  		 Treated : 51 		 Reward : 1223.41
Updates : 26744 		 Survival : 108.0  		 Treated : 51 		 Reward : 1296.36
Updates : 26746 		 Survival : 108.0  		 Treated : 51 		 Reward : 1196.42
Updates : 26748 		 Survival : 108.0  		 Treated : 51 		 Reward : 1240.34
Updates : 26750 		 Survival : 108.0  		 Treated : 51 		 Reward : 1191.3
Updates : 26752 		 Survival : 108.0  		 Treated : 51 		 Reward : 1073.61
Updates : 26754 		 Survival : 108.0  		 Treated : 51 		 Reward : 965.77
Updates : 26756 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.19
Updates : 26758 		 Survival : 95.0  		 Treated : 51 		 Reward : 1028.47
Updates : 26760 		 Survival : 108.0  		 Treated : 51 		 Reward : 1182.24
Updates : 26762 		 Survival : 108.0  		 Treated : 51 		 Reward : 1411.8
Updates : 26764 		 Survival : 108.0  		 Treated : 51 		 Reward : 1275.16
Updates : 26766 		 Survival : 108.0  		 Treated : 51 		 Reward : 1067.43
Updates : 26768 		 Survival : 94.0  		 Treated : 51 		 Reward : 984.29
Updates : 26770 		 Survival : 108.0  		 Treated : 51 		 Reward : 1076.41
Updates : 26772 		 Survival : 108.0  		 Treated : 51 		 Reward : 949.33
Updates : 26774 		 Survival : 108.0  		 Treated : 51 		 Reward : 1280.41
Updates : 26776 		 Survival : 96.0  		 Treated : 51 		 Reward : 1072.72
Updates : 26778 		 Survival : 108.0  		 Treated : 51 		 Reward : 1284.92
Updates : 26780 		 Survival : 97.0  		 Treated : 51 		 Reward : 1119.23
Updates : 26782 		 Survival : 108.0  		 Treated : 51 		 Reward : 1067.95
Updates : 26784 		 Survival : 96.0  		 Treated : 51 		 Reward : 1073.44
Updates : 26786 		 Survival : 108.0  		 Treated : 51 		 Reward : 1331.65
Updates : 26788 		 Survival : 108.0  		 Treated : 51 		 Reward : 1258.9
Updates : 26790 		 Survival : 108.0  		 Treated : 51 		 Reward : 1082.16
Updates : 26792 		 Survival : 108.0  		 Treated : 51 		 Reward : 1287.1
Updates : 26794 		 Survival : 108.0  		 Treated : 51 		 Reward : 1242.09
Updates : 26796 		 Survival : 108.0  		 Treated : 51 		 Reward : 1117.96
Updates : 26798 		 Survival : 108.0  		 Treated : 51 		 Reward : 1082.92
Updates : 26800 		 Survival : 108.0  		 Treated : 51 		 Reward : 1176.8
Updates : 26802 		 Survival : 108.0  		 Treated : 51 		 Reward : 1023.18
Updates : 26804 		 Survival : 108.0  		 Treated : 51 		 Reward : 1206.18
Updates : 26806 		 Survival : 108.0  		 Treated : 51 		 Reward : 1350.82
Updates : 26808 		 Survival : 108.0  		 Treated : 51 		 Reward : 1157.13
Updates : 26810 		 Survival : 108.0  		 Treated : 51 		 Reward : 1293.15
Updates : 26812 		 Survival : 108.0  		 Treated : 51 		 Reward : 1147.27
Updates : 26814 		 Survival : 108.0  		 Treated : 51 		 Reward : 1283.54
Updates : 26816 		 Survival : 108.0  		 Treated : 51 		 Reward : 1237.55
Updates : 26818 		 Survival : 108.0  		 Treated : 51 		 Reward : 1230.52
Updates : 26820 		 Survival : 99.0  		 Treated : 51 		 Reward : 1213.39
Updates : 26822 		 Survival : 108.0  		 Treated : 51 		 Reward : 1107.59
Updates : 26824 		 Survival : 108.0  		 Treated : 51 		 Reward : 1212.59
Updates : 26826 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.84
Updates : 26828 		 Survival : 108.0  		 Treated : 51 		 Reward : 1197.17
Updates : 26830 		 Survival : 108.0  		 Treated : 51 		 Reward : 1150.41
Updates : 26832 		 Survival : 97.0  		 Treated : 51 		 Reward : 1119.36
Updates : 26834 		 Survival : 97.0  		 Treated : 51 		 Reward : 1119.36
Updates : 26836 		 Survival : 108.0  		 Treated : 51 		 Reward : 1144.4
Updates : 26838 		 Survival : 108.0  		 Treated : 51 		 Reward : 1246.26
Updates : 26840 		 Survival : 108.0  		 Treated : 51 		 Reward : 1013.12
Updates : 26842 		 Survival : 108.0  		 Treated : 51 		 Reward : 1180.84
Updates : 26844 		 Survival : 108.0  		 Treated : 51 		 Reward : 1098.76
Updates : 26846 		 Survival : 108.0  		 Treated : 51 		 Reward : 1117.33
Updates : 26848 		 Survival : 108.0  		 Treated : 51 		 Reward : 1125.8
Updates : 26850 		 Survival : 108.0  		 Treated : 51 		 Reward : 1210.62
Updates : 26852 		 Survival : 97.0  		 Treated : 51 		 Reward : 1121.23
Updates : 26854 		 Survival : 98.0  		 Treated : 51 		 Reward : 1168.2
Updates : 26856 		 Survival : 108.0  		 Treated : 51 		 Reward : 1239.25
Updates : 26858 		 Survival : 100.0  		 Treated : 51 		 Reward : 1264.02
Updates : 26860 		 Survival : 108.0  		 Treated : 51 		 Reward : 1166.88
Updates : 26862 		 Survival : 94.0  		 Treated : 51 		 Reward : 986.01
Updates : 26864 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.75
Updates : 26866 		 Survival : 108.0  		 Treated : 51 		 Reward : 1244.41
Updates : 26868 		 Survival : 108.0  		 Treated : 51 		 Reward : 1226.55
Updates : 26870 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.11
Updates : 26872 		 Survival : 108.0  		 Treated : 51 		 Reward : 1303.69
Updates : 26874 		 Survival : 108.0  		 Treated : 51 		 Reward : 1115.26
Updates : 26876 		 Survival : 108.0  		 Treated : 51 		 Reward : 1077.32
Updates : 26878 		 Survival : 108.0  		 Treated : 51 		 Reward : 1035.67
Updates : 26880 		 Survival : 108.0  		 Treated : 51 		 Reward : 1108.89
Updates : 26882 		 Survival : 108.0  		 Treated : 51 		 Reward : 960.15
Updates : 26884 		 Survival : 108.0  		 Treated : 51 		 Reward : 1264.43
Updates : 26886 		 Survival : 101.0  		 Treated : 51 		 Reward : 1314.18
Updates : 26888 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.76
Updates : 26890 		 Survival : 108.0  		 Treated : 51 		 Reward : 939.94
Updates : 26892 		 Survival : 108.0  		 Treated : 51 		 Reward : 1137.59
Updates : 26894 		 Survival : 97.0  		 Treated : 51 		 Reward : 1120.73
Updates : 26896 		 Survival : 108.0  		 Treated : 51 		 Reward : 1004.58
Updates : 26898 		 Survival : 95.0  		 Treated : 51 		 Reward : 1029.87
Updates : 26900 		 Survival : 108.0  		 Treated : 51 		 Reward : 1373.27
Updates : 26902 		 Survival : 108.0  		 Treated : 51 		 Reward : 1104.06
Updates : 26904 		 Survival : 108.0  		 Treated : 51 		 Reward : 1349.76
Updates : 26906 		 Survival : 108.0  		 Treated : 51 		 Reward : 1266.6
Updates : 26908 		 Survival : 108.0  		 Treated : 51 		 Reward : 1123.11
Updates : 26910 		 Survival : 108.0  		 Treated : 51 		 Reward : 1137.19
Updates : 26912 		 Survival : 108.0  		 Treated : 51 		 Reward : 1051.07
Updates : 26914 		 Survival : 108.0  		 Treated : 51 		 Reward : 1311.15
Updates : 26916 		 Survival : 100.0  		 Treated : 51 		 Reward : 1262.96
Updates : 26918 		 Survival : 108.0  		 Treated : 51 		 Reward : 1288.59
Updates : 26920 		 Survival : 108.0  		 Treated : 51 		 Reward : 1106.55
Updates : 26922 		 Survival : 108.0  		 Treated : 51 		 Reward : 1096.85
Updates : 26924 		 Survival : 108.0  		 Treated : 51 		 Reward : 1113.01
Updates : 26926 		 Survival : 108.0  		 Treated : 51 		 Reward : 1213.45
Updates : 26928 		 Survival : 98.0  		 Treated : 51 		 Reward : 1167.29
Updates : 26930 		 Survival : 94.0  		 Treated : 51 		 Reward : 985.33
Updates : 26932 		 Survival : 108.0  		 Treated : 51 		 Reward : 1106.33
Updates : 26934 		 Survival : 108.0  		 Treated : 51 		 Reward : 1271.85
Updates : 26936 		 Survival : 108.0  		 Treated : 51 		 Reward : 940.8
Updates : 26938 		 Survival : 96.0  		 Treated : 51 		 Reward : 1074.59
Updates : 26940 		 Survival : 108.0  		 Treated : 51 		 Reward : 1123.95
Updates : 26942 		 Survival : 108.0  		 Treated : 51 		 Reward : 1239.68
Updates : 26944 		 Survival : 108.0  		 Treated : 51 		 Reward : 1212.91
Updates : 26946 		 Survival : 108.0  		 Treated : 51 		 Reward : 1302.31
Updates : 26948 		 Survival : 108.0  		 Treated : 51 		 Reward : 1056.04
Updates : 26950 		 Survival : 108.0  		 Treated : 51 		 Reward : 1196.49
Updates : 26952 		 Survival : 108.0  		 Treated : 51 		 Reward : 1184.32
Updates : 26954 		 Survival : 108.0  		 Treated : 51 		 Reward : 993.26
Updates : 26956 		 Survival : 108.0  		 Treated : 51 		 Reward : 1138.81
Updates : 26958 		 Survival : 108.0  		 Treated : 51 		 Reward : 997.7
Updates : 26960 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.69
Updates : 26962 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.69
Updates : 26964 		 Survival : 96.0  		 Treated : 51 		 Reward : 1075.48
Updates : 26966 		 Survival : 108.0  		 Treated : 51 		 Reward : 1039.6
Updates : 26968 		 Survival : 108.0  		 Treated : 51 		 Reward : 1218.49
Updates : 26970 		 Survival : 108.0  		 Treated : 51 		 Reward : 1064.64
Updates : 26972 		 Survival : 94.0  		 Treated : 51 		 Reward : 986.28
Updates : 26974 		 Survival : 108.0  		 Treated : 51 		 Reward : 767.86
